name,slug,description,price,stock,category_id,brand_id
"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",boat-micro-usb-55-tangle-free-sturdy-micro-usb-cable-with-3a-fast-charging-480mbps-data-transmission-black,"It Ensures High Speed Transmission And Charging By Offering 3A Fast Charging And Data Transmissions With Rapid Sync At 480 Mbps|The Braided Skin Makes It Durable And Invincible Against External Damage So You Can Have An Absolute Hassle-Free & Tangle Free Experience|Its Durable Pvc Housing And The Flexible Design Makes It Last 6 Times Longer Than Other Cables|Usb Cable Offers A Perfect 1.5 Meters In Length For Smooth & Hassle-Free User Experience For Superior Charging & Data Transfer Tasks|The Compact And Smooth Aluminium Connector Fits Most Cases Seamlessly And Resists Corrosion For Signal Purity|Micro Usb 55 Cable Offers Universal Compatibility As It Is Compatible With Most Android Smartphones, Tablets, Pc Peripherals, Bluetooth Speakers, Power Banks, Game Consoles & All Micro-Usb Enabled Devices|2 years warranty from the date of purchase",52800,86,3,1
"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",casio-fx-82ms-2nd-gen-non-programmable-scientific-calculator-240-functions-and-2-line-display-black,"2nd edition comes with same features and new sleek design with curved edges which makes it compact and easy to carry|Trigonometrical, Logarithmic, Permutation, Combination and many other mathematical Functions|Colour coded keypad for easy key differentiation|Drop resistant body with water resistant printing on Keys|Works on one AAA Pencil Battery|Comes with slide-on hard case|3 Years All India Manufacturer Warranty",156600,44,4,1
"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",tygot-10-inches-big-led-ring-light-for-camera-phone-tiktok-youtube-video-shooting-and-makeup-10-inch-ring-light-with-7-feet-long-foldable-and-lightweight-tripod-stand,"RING LIGHT WITH USB - High power 10W Ring LED is suitable for most devices that support USB ports, such as laptops, PCs, mobile power, USB chargers, AC adapters, etc.There are four buttons on the selfie ring light, which can be turned on / off, switch the lighting mode and adjust the brightness level, it is easy to find your favorite option in seconds. Ideal for using lighting in the studio, makeup in the locker room, camping, live streaming, etc.|INTELLIGENT AND QUICK COLOR CHANGE - TYGOT makes it easy to adjust the color temperature from 3400K to 5600K easily without using color filters. Achieve cold white light or warm light to hide blemishes and change skin tones quickly and easily. LED SMD design and 220pcs LED beads on our Ring Light offers more light for your camera photography, live streaming, Facebook Live, beauty makeup, selfies and videos.|DIMMABLE LED RING LIGHT - The LED ring light is equipped with 220 high-quality SMD LEDs and 3 different lighting modes (white light, natural light, and warm light), bright enough to beautify your face. Each lighting mode has 9 adjustable brightness levels to meet all your needs on different occasions. This is the perfect dimmable day lighting to eliminate all unpleasant shadows!|EASY TO INSTALL - Ring LED can be easily installed to any light stand or tripod.|PHONE HOLDER AND 7""feet tripod - Each TYGOT Ring Light has a rotating (360 degrees) phone holder and a retractable tripod that effortlessly helps you capture different levels of brightness and angles of lighting! The phone holder is suitable for most smartphones.",239700,28,5,1
"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)",hp-x200-wireless-mouse-with-24-ghz-wireless-connectivity-adjustable-dpi-up-to-1600-ambidextrous-design-and-18-month-long-battery-life-3-years-warranty-6vy95aa,"Stay unbound, stay in control - enjoy lag-free 2.4GHz wireless connectivity on this durable mouse by HP with an 18-month long battery life.|Work at your pace by speeding up or slowing down tracking with adjustable DPI settings up to 1600 (800/1200/1600).;Work on your terms with an ambidextrous, contoured design suitable for both left and right-hand use.|Enjoy great compatibility across devices and on different operating systems - Windows 10, Windows 8, Windows 7, and MacOS 10.1 or higher.|In it for the long run - enjoy 3-years manufacturer warranty on the device from the date of purchase.;Style Name: Wireless Optical Mouse|Power Source Type: Battery Powered",204300,73,5,5
Oakter Mini UPS for 12V WiFi Router Broadband Modem | Backup Upto 4 Hours | WiFi Router UPS Power Backup During Power Cuts | UPS for 12V Router Broadband Modem | Current Surge & Deep Discharge Protection,oakter-mini-ups-for-12v-wifi-router-broadband-modem-backup-upto-4-hours-wifi-router-ups-power-backup-during-power-cuts-ups-for-12v-router-broadband-modem-current-surge-deep-discharge-protection,"WiFi Router UPS: Oakter Mini UPS for wifi router provides upto 4 hours of power backup (depends on current consumption of wifi Router) to your 12V WiFi router, Broadband Modem. Mini UPS works as an inverter for WiFi router, Broadband modem which ensures uninterrupted power supply in case of power cuts or switch over to generators|Smart UPS for WiFi Router: Mini UPS for WiFi Router having an intelligent battery management system, Mini UPS charges itself when there is electricity. Mini UPS is Online WiFi router UPS thus do not require switching between two paths in case of power failure or switch over to generators. it has inbuilt current, surge and deep discharge protection|Plug-N-Play: Take out the power adapter from WiFi router and insert it in the Mini UPS input female socket, connect the ""OUT"" of Mini UPS to your WiFi router. Note - Use additional connector wherever require. Mini UPS is a consumer grade CE and ROHS certified. It Uses BIS Certified 3 Nos. Lithium-ion Cells (Brand: Sinohan Power Battery, Model: 18650)|Supported WiFi Routers: Mini UPS for WiFi Router supports all type of 12V DC WiFi Routers, Broadband modems, Set-top box and CCTV cameras(12V-0.5A, 12V-1A, 12V-1.5A, 12V-2A, 12V-2.5A, 12V-3A). Supported all major routers like D-Link, TP-Link, Jio Fiber, Cisco, Mi, Tenda, Nokia, Asus, Linksys, airtel, BSNL, ACT, Netgear, and more.. (Before buying please ensure your WiFi router is 12V DC)",359700,34,4,2
"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",tp-link-archer-ac1200-archer-c6-wi-fi-speed-up-to-867-mbps5-ghz-400-mbps24-ghz-5-gigabit-ports-4-external-antennas-mu-mimo-dual-band-wifi-coverage-with-access-point-mode-black,"AC1200 Dual-Band Wi-Fi —— 867 Mbps at 5 GHz and 400 Mbps at 2.4 GHz band;MU-MIMO Technology —— Simultaneously transfers data to multiple devices for 2× faster performance|Boosted Coverage —— Four external antennas equipped with Beamforming technology extend and concentrate the Wi-Fi signals|Access Point Mode —— Supports AP Mode to transform your wired connection into the wireless network;Easy Setup —— Set up your Wi-Fi in minutes with TP-Link Tether app|In an unlikely case of product quality related issue, we may ask you to reach out to brand’s customer service support and seek resolution. We will require brand proof of issue to process replacement request;Control Method: Touch;Security Protocol: 64/128-Bit Wep,Wpa / Wpa2,Wpa-Psk/ Wpa2-Psk Encryption|Operating System: Windows 10linuxmac Oswindows",749700,92,5,2
"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation, Without Mic (Black)",boat-rockerz-550-over-ear-bluetooth-headphones-with-upto-20-hours-playback-50mm-drivers-soft-padded-ear-cushions-and-physical-noise-isolation-without-mic-black,"Tap into instant wireless connectivity with the latest Bluetooth V5.0|Its 50mm dynamic drivers help pump out immersive audio all day long, Charging Time 2.5 hours|The mighty 500mAh battery capacity offers a superior playback time of up to 20 Hours, Charging Time : 2.5 hours, Standby Time : 180 hours, Frequency Response 20Hz-20KHz|It has been ergonomically designed and structured as an over-ear headphone to provide the best user experience|It comes with physical Noise Isolation feature for pure audio bliss|One can connect to boAt Rockerz 550 via not one but two modes, Bluetooth as well as AUX",539700,32,3,4
Xiaomi Mi Wired in Ear Earphones with Mic Basic with Ultra Deep Bass & Aluminum Alloy Sound Chamber (Black),xiaomi-mi-wired-in-ear-earphones-with-mic-basic-with-ultra-deep-bass-aluminum-alloy-sound-chamber-black,"Ergonomically angled to fit perfectly in your ear canal that provides long lasting comfort for every day usage. Inline Remote : Yes|Features 1.25 meter long cable & L-shaped 3.5mm jack to connect with your phone. Due to the L-shape, the connector will deliver a strong & durable life. Earphones are compatible with Android, iOS & Windows devices with jack.|Powerful 10 mm drivers & aluminum sound chamber for super extra bass and clear sound for the best music & calling experience.|High-quality silicone earbuds, which are gentle on skin without compromising the comfortable fit on the ears.|In-line microphone with a durable multi-function button to play/pause your music, and answer/end your calls, all with just one tap.|Speaker impedance: 32Ω ; Rated power: 5mW|Customer Service: 1800 103 6286, Service is available from 9 a.m. to 9 p.m. local time.",128700,64,1,5
Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),zodo-8-5-inch-lcd-e-writer-electronic-writing-padtablet-drawing-board-paperless-memo-digital-tablet,Size: 8. 5 inch|Good grade,30000,34,3,3
Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,zebronics-zeb-km2100-multimedia-usb-keyboard-comes-with-114-keys-including-12-dedicated-multimedia-keys-with-rupee-key,Superior Built Quality: The keyboard has a superior Quality and is built to last.|Modular Design: The modular design on the keyboard makes customizations a possibilty.|USB interface: The keyboard comes with an USB interface making it compatible with most of the PCs|UV Printed Keycaps: The keycaps are UV printed helping that inscriptions on the kepscaps to last long|Plug & play: Just connect the USB connector to your PC and you are ready to go. Compatible with Windows XP/Vista/7/8/10|Country of Origin: China,98700,41,1,3
MI Usb Type-C Cable Smartphone (Black),mi-usb-type-c-cable-smartphone-black,1m long Type-C USB Cable|Sturdy and Durable. With USB cable you can transfer data with speeds of upto 480 Mbps|Upto 3A output|6months warranty|Sturdy and Durable. With USB cable you can transfer data with speeds of upto 480 Mbps|6months warranty|Up To 3A Output,68700,62,3,4
"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",zebronics-zeb-comfort-wired-usb-mouse-3-button-1000-dpi-optical-sensor-plug-play-for-windowsmac-black,"DESIGN: Zeb Comfort+ is an ergonomically designed USB Optical mouse that has an easy plug-and-play mechanism.|BUTTONS: The mouse comes with 3 buttons including the left-click, right-click, and scroll wheel buttons.|OPTICAL SENSOR: The mouse has an accurate optical sensor for navigation with 1000 DPI.|CABLE LENGTH: 1.2 Metres|Hardware Platform: Pc; Operating System: Windows 7",41700,46,5,3
"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",boat-rockerz-370-on-ear-bluetooth-headphones-with-upto-12-hours-playtime-cozy-padded-earcups-and-bluetooth-v50-with-mic-buoyant-black,"Battery: Rockerz 370 offers a playback time of up to 12 hours.. Frequency Response 20Hz-20KHz,Sensitivity (dB) 79dB±3DB,Impedance 32Ω. Driver Type:Moving Coil Driver|Bluetooth: It has Bluetooth v5.0 with a range of 10m and is compatible with Android & iOS|ANC: NA. No. of Mic: 1. Other Inclusions: Micro USB Charging Cable, Warranty Card, User Manual|Lightweight Ergonomic Design with Easy Controls|Instant Voice Assistant. Drivers: 40mm Drivers with boAt Signature Sound. Cozy Padded Earcups.|Rockerz 370 come equipped with latest Bluetooth v5.0 for instant wireless connectivity. The powerful 300mAh battery provides up to 8 Hours of audio bliss. 40mm Dynamic Drivers supply immersive High Definition sound|The headset has padded earcups for a comfortable experience. The headphone has been ergonomically and aesthetically designed for a seamless experience. One can connect to Rockerz 370 via dual modes for connectivity in the form of Bluetooth and AUX",359700,98,1,3
"ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output, TWS, 10H Backup Approx, Built in Rechargeable Battery FM Radio, AUX, mSD, USB, Call Function and Dual 52mm Drivers Multi",zebronics-zeb-astra-20-wireless-bt-v50-portable-speaker-with-10w-rms-output-tws-10h-backup-approx-built-in-rechargeable-battery-fm-radio-aux-msd-usb-call-function-and-dual-52mm-drivers-multi,TWS connection|BT v5.0 / AUX / mSD / USB / Built in FM radio|Call function support with BT connection|Built in rechargeable battery supporting up to 10H* playback|Dual passive radiators for deep bass|10W RMS (5+5) with dual 52mm drivers|Media & volume control with the button interface|Matte finish body with front metallic grill,314700,96,5,2
"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",gizga-essentials-spiral-cable-protector-cord-saver-for-mac-charger-iphone-charger-wire-protector-lightweight-durable-flexible-wire-winder-for-charging-cables-data-cables-earphones-pack-of-10,"WIDELY USE - SPIRAL TUBE CHARGING CABLE PROTECTOR are designed with highly flexible silicone and can be used as phone charger cord protector and phone charger saver to completely protect cables for all devices including, cell phones, computers, laptops, apple / android watches, lightning cables, pc’s, the list goes on and on.|EASY INSTALL - Besides protecting all Your USB cables / cords, SPIRAL TUBE CHARGING CABLE PROTECTOR feels surprisingly nice and is fun to install on any wires end. Use it as your headphone cord protector or charger cable cover. Simply touching it can relieve your stress too! Yet, even better, the Lightning Cable Protector looks super cool. It doesn’t get any better than this!|DURABLE - Works with virtually all computer and cellphone cables. You can even use it in almost anything like as pet cable protector, chewsafe cord protector, cord protectors from pets, wire protector from pets and as a wire protector tubing for phone and computer cables. These cable protectors can protect wires and power cords from dirt, frays, tangles and knots.|PROTECT CABLES - Spiral Tube charging Cable protector is your permanent fix to all those damaged lightning cables. It perfectly works as a cable strain relief or a critter cord so you won't have to deal with cable repair or iphone cable repair and frayed wire repair. Wrap the cable protector onto Your preferred cable as an iphone charger end piece. SPIRAL TUBE CHARGING CABLE PROTECTOR will wrap around any wire just like a protective sleeve would but with more mobility.",35700,78,2,4
Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),portronics-konnect-l-por-1081-fast-charging-3a-type-c-cable-12meter-with-charge-sync-function-for-all-type-c-devices-grey,"[CHARGE & SYNC FUNCTION]- This cable comes with charging & Data sync function for smartphones|[HIGH QUALITY MATERIAL]- TPE + Nylon Material to make sure that the life of the cable is enhanced significantly|[LONG CORD]- The Cable is extra thick 1.2 meter long, optimized for an easy use for your comfort at home or office|[MORE DURABLE]-This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using",46200,17,4,1
Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,panasonic-cr-20325be-lithium-coin-battery-pack-of-5,Used in CMOS battery|Used in car remotes|Used in calculators|Used in scientific instruments|Used in watch,67500,28,3,3
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),memeho-smart-standard-multi-purpose-laptop-table-with-dock-standstudy-tablebed-tablefoldable-and-portableergonomic-rounded-edgesnon-slip-legsengineered-wood-with-cup-holder-black,"PORTABLE AND CONVENIENT - Multipurpose Foldable Laptop Table is very effortless to carry anywhere as the metal legs of the table are foldable. It is easy to move the table around as it has smooth surface without rough edges.|STRONG AND STURDY- The tabletop is made up of Engineered Wood which can easily handle the weight of your heavy laptop. The legs of the table are made up of Aluminum alloy, which makes the table heavy-duty but lightweight. The 12 mm thick high quality engineered wood tabletop gives unmatched durability.|VERSATILE USE - The Multipurpose Foldable Laptop Table can be used as a laptop table, TV dinner tray, serving table for patients or kids, standing desk for office workers, book writing desk for kids, tablet holder table for pregnant women and standing desk|FUNCTIONAL ACCESSORIES - The Multipurpose Foldable Laptop Table has a built-in iPad stand groove for holding an iPad, smartphone or kindle. The desk comes with a table cup holder (in cup holder variant) to protect your devices from those contingent coffee spills.|AN EXQUISITE DESIGN AND FINISH - Easy to assemble and fold up for easy transportation and storage, Lap Desk fits nearly any size laptop or tablet, and it also has a place to put a mouse and books. The dimensions are 59.50 cm x 39.50 cm x 28 cm. Comes in beautiful colours and finishes with painted foldable legs for beautiful appearance.",196800,67,5,5
"SanDisk Ultra Dual Drive Go USB Type C Pendrive for Mobile (Black, 128 GB, 5Y - SDDDC3-128G-I35)",sandisk-ultra-dual-drive-go-usb-type-c-pendrive-for-mobile-black-128-gb-5y-sdddc3-128g-i35,"The 2-in-1 flash drive with a reversible USB Type-C and a traditional Type-A connector.|Seamlessly move content between your USB Type-C smartphone, tablets and Macs and USB Type-A computers.|Free up space on your USB Type-C smartphone so you can take more photos.|Automatically back up photos using the SanDisk Memory Zone app|High-performance USB 3.1 Gen 1 drive with 150MB/s read speeds lets you quickly move your files to your computer.1|Dual-purpose swivel design protects connectors and features a keyring hole to take your drive on the go.",332700,61,1,5
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",boat-xtend-smartwatch-with-alexa-built-in-169-hd-display-multiple-watch-faces-stress-monitor-heart-spo2-monitoring-14-sports-modes-sleep-monitor-5-atm-7-days-batterypitch-black,"Alexa- Alexa built-in Voice Assistant that sets reminders, alarms and answers questions from weather forecasts to live cricket scores at your command!|Screen Size- ;1.69"" big square colour LCD display with a round dial features complete capacitive touch experience to let you take control, effortlessly.|Watch Faces- Multiple watch faces with customizable options to match your OOTD, every day!|Brightness- The ambient light display allows automatic adjustment of brightness on the watch, suited to your environment|HR & SpO2- The watch comes with a stress monitor that reads your HR to indicate stress levels.It also monitors your heart rate and SpO2 (blood oxygen levels) to keep a tab on your overall health.|Sleep Monitor- Track all stages of sleep every night and keep a tab on your sleep health with the sleep monitoring feature on the watch.|Sports Friendly- Its 14 sports mode and 5 ATM dust, splash and sweat resistance makes it the perfect fitness companion to have.",899700,63,5,1
"Tizum Mouse Pad/ Computer Mouse Mat with Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface for Laptop, Notebook, MacBook, Gaming, Laser/ Optical Mouse, 9.4”x 7.9”, Multicolored",tizum-mouse-pad-computer-mouse-mat-with-anti-slip-rubber-base-smooth-mouse-control-spill-resistant-surface-for-laptop-notebook-macbook-gaming-laser-optical-mouse-94x-79-multicolored,"9.4 Inches X 7.9 Inches) 240mm x 200mm x 2mm Size: This mouse pad is ideal for Gamers, Graphic Designers, Students, or anyone using mouse for long sessions. This helps to improve the gaming experience for gamers or the work efficiency in the office.|Durable Manufacturing Design with Enhanced Presicion: High-density premium texture which was processed in high temperature and high-pressure chamber to ensure long-term use without deformation and degumming.|Ultra-smooth Lycra Cover: Our mouse pad adopts high-quality Lycra cloth on cover for smooth gliding. It was optimized on fast movement while maintaining excellent accuracy and control. It is compatible with mechanical and optical mice.|Works with Laser, Optical Mouse, Bluetooth Mouse.|Non-slip Rubber Base: The soft and dense non-skid nature rubber base keeps the pad firmly in place. It provides stable operation of the mouse. Just immerse into your work or games without worrying about the annoying mouse pad movement.",50700,32,4,1
Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,epson-003-65-ml-for-ecotank-l1110l3100l3101l3110l3115l3116l3150l3151l3152l3156l5190-black-ink-bottle,"Superb savings with extremely high page yield;Compatible with L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Epson Printer Models|Instant-drying and water resistant documents for professional business quality prints|Protect your investment, quality and longevity of the printer|Country of Origin: Indonesia",92700,34,5,4
"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)",zebronics-zeb-thunder-bluetooth-wireless-over-ear-headphone-fm-msd-9-hrs-playback-with-mic-black,"Comfortable Design: Beat the workday blues with music on Zeb-Thunder wireless headphone that comes in an ergonomic design a perfect fit and design for long hours use. Microphone sensitivity -40dB ±1dB|Soft & comfortable earcups: Listen to music, podcasts and more for long hours with soft ear cups making it super comfortable for daily wear|Adjustable headband: Adust your headband to your comfortable best while you work or listen to music, Charging time 1.5H|9hrs Playback Time: Fall in love with the audio experience with 9 hours of playback time to keep you going. Sensitivity : -113dB ±3dB|Superior Sound Quality: Magnify every speck of sound with superior sound quality on Zeb-Thunder wireless headphone, Microphone impedance : 1.2k Ω|Call Function: Enjoy online conference, online classes, calls hands-free with a built in mic on the headphone|Multi Connectivity Options: Be spoilt for choice with multi-connectivity options like like BT, 3.5mm AUX input, FM and MicroSD card|Country of Origin: China",179700,46,5,2
"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",quantum-qhm-7406-full-sized-keyboard-with-rupee-symbol-hotkeys-and-3-pieces-led-function-for-desktoplaptopsmart-tv-spill-resistant-wired-usb-keyboard-with-10-million-keystrokes-lifespan-black,"PLUG & PLAY CONNECT: Easy to connect with your laptop or PC. The keyboard has a long wire with a USB cable that connects instantly without any lags. Absolutely stable transmission.|BOLD AND SLEEK DESIGN: The matte-black keyboard has an ergonomic design with an extremely durable body. It’s also lightweight and easy to carry around. It’s designed in a way to keep your hand in a restful typing position.|NOISELESS KEYS: The keyboard has soft-touch keys which go all the way down when pressed. Moreover, it doesn’t create any sound while typing, enabling you to work without creating any disturbance.|HOTKEYS FOR SPECIAL FUNCTIONS: The hotkeys help you to perform special operations like multimedia actions, shortcuts, manoeuvering, etc.|COMPATIBILITY: The laptop is compatible with almost every existing software which includes Windows 10/8/7/Vista/XP/98/2000, Mac, Linux to name a few. Works with major brands.|WARRANTY: 1-year warranty from the date of purchase as provided by the manufacturer.",89700,72,4,3
"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",striff-laptop-tabletop-stand-fold-up-adjustable-ventilated-portable-holder-for-desk-aluminum-foldable-laptop-ergonomic-compatibility-with-up-to-156-inch-laptop-all-mac-tab-and-mobile-silver,"A lifestyle brand with a mission to create a wide range of cutting-edge tech products, allowing people to make the most of a multitude of different activities|Aluminum Alloy Portable Foldable Holder for Notebooks & Tablets Multiple uses Multi-purpose foldable laptop riser Not only for laptops but also for mobile phones, iPad books, etc|Item Package Weight: 280.0 grams|Lightweight, fold-up design can be opened or closed the laptop stand in just 1 second; saves time and space when moving around the home, school, or work; also includes a small drawstring bag|0|0|0",134700,13,4,1
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",logitech-m221-wireless-mouse-silent-buttons-24-ghz-with-usb-mini-receiver-1000-dpi-optical-tracking-18-month-battery-life-ambidextrous-pc-mac-laptop-charcoal-grey,"Enjoy the sound of silence. With the same click feel and over 90% noise reduction on the click sound, enjoy a quiet experience for yourself and those around you. Plus, it has feet made of high performance material and a rubber wheel for quiet gliding and scrolling.|Enjoy a wireless connection up to 33 feet (10m) away* thanks to a plug-and-forget nano receiver. M221 SILENT features Logitech Advanced Optical Tracking for ultra precise moves on almost any surface. No hassle, no software needed. Works with Windows, Mac, Chrome OS or Linux-based computers. *Actual wireless range may vary based on use, settings, and environmental conditions.|With 18-month of battery, you can go longer between battery changes thanks to energy efficient engineering. Plus, M221 SILENT automatically puts itself to sleep when not in use. *Battery life may vary based on user and computing conditions.|Ambidextrous design offers more comfort and precision than your touchpad. Its small size is perfect to toss in a bag and go.",239700,39,4,2
"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",amazonbasics-flexible-premium-hdmi-cable-black-4k60hz-18gbps-3-foot,"Flexible, lightweight HDMI cable for connecting media devices to playback display such as HDTVs, projectors, and more|Compatible with Blu-Ray players, computers, Apple TV, Roku, cable, PS4, Xbox One, and other HDMI-compatible devices|Solid copper conductors and full metal jacket shielding for durability and high-performance connectivity|Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC) and meets the latest HDMI standards|Supports bandwidth up to 18Gbps and is backwards compatible with earlier versions|Includes a 3 foot cable",65700,19,2,1
"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",classmate-soft-cover-6-subject-spiral-binding-notebook-single-line-300-pages,"The cover design of the notebook is subject to change, it depends on stock availability|6 subject notebook-single line, 300 pages, spiral binding, soft cover, 297mm*210mm|Six subjects one notebook only the best from classmate|Classmate uses eco friendly and elemental chlorine free paper|This notebook consists of papers",47100,75,4,3
HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),hp-32gb-class-10-microsd-memory-card-u1-tf-card-32gb,"Class 10, UHS-I, U1 Memory Card with Adapter|Perfect for storing and transferring more mobile content across your devices, including photos, music and movies for entertainment or apps and e-books for school or work|Ideal for the latest tablets, PCs, smartphones and mobile devices|16-128GB: Read speed up to 80MB/s, write minumum 30MB/s|Importer Details: Fortune marketing Pvt Ltd D1/2 -Okhla Industrial Area Phase -II New Delhi 110020|Country of Origin: Taiwan",110700,48,3,2
"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",hp-150-wireless-usb-mouse-with-ergonomic-and-ambidextrous-design-1600-dpi-optical-tracking-24-ghz-wireless-connectivity-dual-function-scroll-wheel-and-12-month-long-battery-life-3-years-warranty,"Looks good, feels good: Elegant ergonomic design gives you all-day comfort so you can get it all done. It feels so natural, you'll forget you're holding it.;Lefty or righty: Whether you're a righty, lefty, or bothy, this mouse is ready for however you click.|Control the scroll: Three buttons in one mouse. Left click, right click, or center click on the dual-function scroll wheel. You've got all the control you need in one fingertip.|Precisely right: With its 1600 DPI optical sensor, this mouse works on almost any surface with astounding accuracy. Stash it in your bag with your laptop and you'll be good to go.|No strings attached: Roam free from wires or clutter with a 2.4 GHz wireless connection via simple dongle.|Power Source Type: Battery Powered;Style Name: Ambidextrous Wireless Mouse",179700,33,4,5
"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",duracell-rechargeable-aa-1300mah-batteries-4pcs,"Duracell Rechargeable AA 1300mAh batteries stay charged for up to 12 months, when not in use|Unused Duracell Recharge Ultra batteries are guaranteed to last 5 years and Guarantee starts from the Date of Purchase|Duracell Rechargeable AA 1300mAh batteries come pre-charged, ready to use|Duracell Rechargeable AA 1300mAh batteries can be recharged 100's times|Suited for regularly used devices like wireless mouse or babyphone|They are available in AA 1300mAh and AAA 750mAh sizes|They work in any NiMH charger",143700,51,3,1
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",portronics-konnect-cl-20w-por-1067-type-c-to-8-pin-usb-12m-cable-with-power-delivery-3a-quick-charge-support-nylon-braided-for-all-type-c-and-8-pin-devices-green,"[20W PD FAST CHARGING]-It’s supports 20W PD quick charge protocol, charge up to 50% in around 30 minutes. It is ideal for charging your USB type c enabled devices at maximum speed|[USB-C to 8 Pin Cable]- It’s offer rapid charging and syncing between USB Type-C and 8 Pin enabled devices. Safe charging at up to 3A is ensured by high-standard components|[MORE DURABLE]- This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using|[FLEXIBLE CORD]- The Cable uses nylon Braided + Metal Housing material to make sure that the life of the cable is enhanced significantly. It is 4mm extra thick slim 1.2meter long|[UNIVERSAL COMPATIBILITY]-Charge for all Type C USB connectivity devices including MacBook 12 inch, Nexus 5x, Nexus 6p, OnePlus 2, pixel c, Lumia 950, Lumia 950 xl, Nokia n1, etc",105000,41,2,5
